"company","subject","description","status","priority","category","contact","assignedTo","tasksPerformed","pcName","serialNumber","pendingTasks","equipmentTaken","hours","createdAt","resolvedAt"
"ELMAR","Windows 11 migratie mogelijkheden","Taken voor uitvoering:
Alle windows pc noteren 
Checken of windows 10 pc's geupgraded kunnen worden naar windows 11
uitzoeken hoe de windows 11 foutmelding bypassed kunnen worden","CLOSED","NORMAL","SOFTWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-12","2025-06-12"
"ELMAR","Raymond: .dwg bestanden kunnen niet geopend worden","Taken voor uitvoering:
AutoCad installeren
AutoCad instellen zodat .dwg bestanden geopend kunnen worden","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-12","2025-06-12"
"ZVOS","Probleem met pdf uploaden","","CLOSED","NORMAL","OTHER","A Zerkouni","Ayoub Elkaoui","","","","","","","2025-06-12","2025-06-12"
"TRC","Aanschaf Pc's","Abdi wilt mogelijk 7/8 pc's of laptops aanschaffen voor op kantoor.","CLOSED","NORMAL","OTHER","A Mohamed","Ayoub Elkaoui","","","","","","","2025-06-12","2025-10-23"
"ELMAR","windows 11 update elmar","Taken omschrijving:
Veel pc's op kantoor zitten nog op windows 10 
upgrade niet mogelijk wegens TPM 2.0 en processor foutmelding
uitzoeken hoe de pc geupdate kan worden zonder wijziging van domein en gegevens","WAITING","NORMAL","SOFTWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-16",""
"ITFIN","Efficiënter bouwen met connected workflows – de aanpak van ETB Cas Sombroek","","CLOSED","NORMAL","OTHER","Gerard Vanderwijngaard","Ayoub Elkaoui","","","","","","","2025-06-17","2025-07-02"
"HZB","Overschakelen laptop","","CLOSED","NORMAL","HARDWARE","Ebless","Ayoub Elkaoui","","","","","","","2025-06-18","2025-06-18"
"ITFIN","Nieuwe kast centrum amersfoort","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-18","2025-06-18"
"BVZ","Laptop instellen voor Bureau Verbindende Zorg","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-18","2025-06-18"
"ITFIN","Laptop instellen DTM","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-18","2025-06-18"
"ITFIN","Printer probleem Kaaran 0647210575","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-18","2025-06-18"
"ITFIN","Licentie Ernst Adobe Het Zorg Burea","Taken omschrijving:
Licentie voor Ernst aangevraagd bij Adobe PDF Reader","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-18","2025-06-18"
"ALTUM","Altum Lijst Teams","Taken omschrijving:
Lijst gemaakt van leden in teams kanalen opgestuurd via mail","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-18","2025-06-18"
"BVZ","Bureau Verbindende Zorg upgrade naar windows 11 + laptop gebracht","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","4 pc's geupgrade naar windows 11 ; adobe pdf reader geinstalleerd bij Samia ; uitleg gegeven over het checken van echtheid van diploma's","","","","","","2025-06-19","2025-06-19"
"ITFIN","ClockWise: Nieuwe website, een nieuwe medewerker en een vraag aan jullie","","CLOSED","NORMAL","SOFTWARE","Nieuwsbrief","Ayoub Elkaoui","","","","","","","2025-06-23","2025-07-02"
"ALTUM","Organogram in Footer","","CLOSED","NORMAL","OTHER","Engelbert Hansma","Ayoub Elkaoui","","","","","","","2025-06-23","2025-06-28"
"ITFIN","Problemen Printer KJ Zorg","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-24","2025-06-28"
"HZB","Problemen met telefoon EVC Het zorg Bureau","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-26","2025-06-28"
"ALTUM","Jolanda Altum helpen met teams meeting","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-26","2025-06-28"
"ITFIN","Webinar Trimble Connect en Field View - dinsdag 8 juli om 12:00 uur","","CLOSED","NORMAL","OTHER","Gerard Vanderwijngaard","Ayoub Elkaoui","","","","","","","2025-06-26","2025-07-02"
"HZB","Telefoon problemen Het Zorg Bureau","","CLOSED","NORMAL","HARDWARE","Aloswijk","Ayoub Elkaoui","","","","","","","2025-06-28","2025-06-28"
"HZB","Adobe acrobat pro en batterij conditie","","CLOSED","NORMAL","HARDWARE","Ebless","Ayoub Elkaoui","","","","","","","2025-06-28","2025-06-28"
"ITFIN","Goedenavond, zouden jullie morgen einde dag (maandag 17:00) mailbox van ramazan Ayana blokkeren en een forward in willen regelen dat alle mails in backoffice@lagelandenzorg.nl terecht komen? 

Graag o","","CLOSED","NORMAL","ACCOUNT","","Ayoub Elkaoui","","","","","","","2025-06-29","2025-07-02"
"BVZ","Printer inkt bijvullen en printer toevoegen pc's Bureau verbindende zorg","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-30","2025-06-30"
"ITFIN","Computers Kabels en andere accesoires opgeruimd en meegenomen Volop Zorg","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-06-30","2025-06-30"
"ELMAR","Problemen met printer Sam Elmar Services","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-02","2025-07-02"
"ITFIN","Samyae Problemen met bedrijfsmail info@cotique.nl","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-02","2025-07-02"
"ALTUM","Problemen onedrive Paul Altum","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-02","2025-07-02"
"BVZ","Bureau verbindende zorg problemen usb-c hub","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-07","2025-07-07"
"ALTUM","Altum synchronisatie Office","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-07","2025-07-07"
"HZB","Planning kanaal overzicht Het Zorg Bureau","Taken voor uitvoering:
- Hodafa toegang tot planning kanaal 
- Nasser mail adres aanpassen naar voornaam","OPEN","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-07",""
"ZONNESCHIJNZORG","Dominika RZ.  06 11170933 zonneschijn","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-08","2025-07-08"
"ZONNESCHIJNZORG","Ramazam zonneschijnzorg adobe reader","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-08","2025-07-08"
"HZB","Problemen zoeken outlook Ernst Het Zorg Bureau","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-09","2025-07-09"
"ITFIN","Muis en toetsenbord defect vergaderzaal Soufian meeting","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-09","2025-07-09"
"ITFIN","Samia Printer problemen BVZ","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Printer printte maar 1 document uit bij selecteren meerdere en daarna printte deze niks meer; - Printer verwijderd; - Printer driver opnieuw geinstalleerd ; - Nu doet printen het normaal ; - muis deed het erg traag snelheid van muis hoger gezet deze werkt nu weer goed.","","","","","1","2025-07-10","2025-07-10"
"HZB","Anas & Ernst HZB printer instellen problemen outlook","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Nieuwe printer ingesteld; - Scan naar email aangezet met adresboek ; - Ernst problemen met zoeken in gedeelde mailbox","","","- oude printer aan de overkant instellen 
- Oplossing zoeken gedeelde mailbox","","1.25","2025-07-10","2025-07-10"
"ITFIN","SevenSeas Spullen brengen","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-10","2025-07-10"
"ITFIN","Zorg instelling centrum amersfoort Lampen deden het niet","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","","","","","","","2025-07-10","2025-07-10"
"HZB","HZB Printer instellen en regels outlook","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Printer instellen op kantoor tegenover ; - Internetkabel was te kort Printer ingesteld via wifi tot internetkabel wordt gehaald ; - Outlook regels ingesteld en uitgevoerd ; - Uitleg gegeven hoe dit zelf gedaan kan worden","","","","","1.75","2025-07-14","2025-07-14"
"BVZ","BVZ Toetsenbord vervangen en scherm beter beeld","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Toetsenbord en muis vervangen van Hamza ; - Samia haar beeld was nogal pixelachtig dit verbeterd zodat alles er goed uitzag","","","","- 1 toetsenbord","0.5","2025-07-14","2025-07-14"
"BVZ","BVZ nieuw toetsenbord brengen","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Toetsenbord en muist vervangen van Samia","","","- Mogelijk willen ze de printer verplaatsen naar de kamer met de patch kast","- 1 toetsenbord en muis","0.5","2025-07-14","2025-07-21"
"ALTUM","Altum Website afronden","","CLOSED","NORMAL","SOFTWARE","H Arbaj","Ayoub Elkaoui","- Gesproken met engebert over de afrondingen","","","- vacatures live zetten en oude weghalen 
- Toegang tot hosting krijgen van Hassan om fouten te zoeken in de contactformulieren 
- contact@altum-ts.nl moet toegankelijk zijn voor Theo, Rob, Hilbert en Engelbert dit geld ook voor een extra admin account zodat ze zelf vacatures kunnen aanmaken en wijzigen 
- Donderdag 17-7-25 moeten bovenstaande taken afgerond zijn","","0.25","2025-07-14","2025-07-21"
"DIRECTWERK","Direct werk scherm geinstalleerd","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Scherm geinstalleerd","","","","1 scherm + voeding","1","2025-07-30","2025-07-30"
"ITFIN","Flexned Personeel email ingesteld en handtekeningen","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Email ingesteld op nieuwe werk telefoon amina; - Handtekeningen ingesteld voor Amina en Efrah","","","","","1","2025-07-30","2025-07-30"
"ALTUM","Laptop Altum Nike","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Laptop ingeseld voor Nike; - Oude Files verwijderd; - VolopZorg werk account verwijderd; - admin en administrator account aangemaakt ; - Windows 11 upgrade","","","","","2","2025-07-30","2025-07-30"
"ITFIN","Jan-Willem werk.nl 403 forbidden","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","- werk.nl niet toegankelijk 403 forbidden; - Gevraagd hoe dit mogelijk kon er is verkeerd ingelogd op werk.nl via de werknemer portaal inplaats van de werkgever ; - Mogelijk heeft werk.nl ons ip eruit gegooid; - na 10 min kon er weer ingelogd worden","","","","","0.5","2025-08-04","2025-08-19"
"ELMAR","Jaap Elmar USB hubje voor thuis","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Jaap usbhubje meegegeven voor thuis werk","","","","- usb/display hubje
- 1 voeding
- 1 kabel voor voeding
- 2x display port kabel","0.25","2025-08-04","2025-08-19"
"ITFIN","ClockWise: ClockWise krijgt een nieuw jasje ? binnenkort ook bij jou!","","CLOSED","NORMAL","OTHER","Nieuwsbrief","Ayoub Elkaoui","","","","","","","2025-08-04","2025-08-19"
"TRC","TheRyckCoopers Telefoon koppelen","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Telefoon installeren ; - Telefoon koppelen","","","","- Telefoon","1","2025-08-19","2025-08-19"
"ELMAR","Ibrahim Elmar Office werkt niet","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","- Outlook ingesteld en office; - Miste nog een office licentie","","","- Office licentie aangevraagd","","1","2025-08-19","2025-08-19"
"ITFIN","Geld pinnen en afgeven Surafal","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","- 1550 euro gepind en afgegeven aan surafal","","","","","0.5","2025-08-19","2025-08-19"
"ZVOS","Laptop klaargemaakt Fellowzorg sticker","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Laptop gepakt met Fellowzorg en afgegeven aan 0643909354","","","","-Laptop","0.5","2025-08-19","2025-08-19"
"ITFIN","Zoetermeer Wifi problemen","","CLOSED","NORMAL","NETWORK","H Arbaj","Ayoub Elkaoui","- Coolblue spullen gehaald in Utrecht; - Wifi gereset ; - Deurbel verbinding gefixt; - Computer gefixt","","","","","5.5","2025-08-19","2025-08-19"
"ITFIN","Gebeld voor vragen intercom","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","- Gebeld met dectdirect met vragen rondom de ua intercom","","","","","0.5","2025-08-19","2025-08-19"
"ITFIN","Ibrahim en Rabia Office licentie ingevoerd","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","- Office geactiveerd voor Rabia en Ibrahim","","","","","0.5","2025-08-19","2025-08-19"
"ITFIN","2 laptops ingesteld voor Zorg voor ons samen Apeldoorn","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- ZVOS laptops ingesteld","","","","- 2x g9 laptop","1","2025-08-19","2025-08-19"
"ELMAR","Sypko Elmar Syntess werkt niet","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","- Hassan heeft ww gereset en opnieuw ingesteld","","","","","1","2025-08-19","2025-08-19"
"ITFIN","Laptops gebracht Apeldoorn","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Laptops gebracht ; - Mail ingesteld; - Laptop toner schoongemaakt","","","","- 2x G9 laptop
- 2x USB-c Oplader","3.5","2025-08-19","2025-08-19"
"ITFIN","Laptops opgehaald in Naarden","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Laptops opgehaald in naarden voor Ryck","","","","","1.5","2025-08-19","2025-08-19"
"ITFIN","Zivver plugin instellen","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","- Zivver plugin installeren; - Zivver plugin instellen","","","","","1","2025-08-19","2025-08-19"
"ELMAR","Office Licenties voor Samat Elmar en TheRyck","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Office licentie ingesteld voor Samat; - Office ingesteld op de TheRyck laptops","","","","","1","2025-08-19","2025-08-19"
"ELMAR","Pien Elmar Outlook foutmelding","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","- Pien gebruikt nog Outlook 2016 ; - Foutmelding over exchange en set mappen ; - Nieuw profiel aangemaaakt en nu werkt alles weer; - gedeelde mailbox travel toegevoegd","","","","","1","2025-08-19","2025-08-19"
"ELMAR","Berry Elmar Hotspot en 5g roaming","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","- Roaming aangezet op zijn simkaarten ; - Uitgelegd hoe hij hotspot kan aanzetten op zijn mobiel","","","","","0.25","2025-08-21","2025-08-25"
"ELMAR","Anissa Elmar Hulp Login en office instellen","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","- ka.local toegevoegd als domein ; - Office ingesteld ; - Mails ingesteld en gedeelde mailboxen ; - Teams one drive mappen gesynchroniseerd","","","","","1","2025-08-21","2025-08-25"
"ELMAR","Lilly Elmar macro's","","CLOSED","NORMAL","OTHER","H Arbaj","Ayoub Elkaoui","- Lilly had meerdere documenten voor de excel macro's waar ze de uren invult ; - Oude bestanden verwijderd ; - Juiste template aangemaakt en hier de macro's nog even gefinetuned","","","","","0.5","2025-08-21","2025-08-25"
"ITFIN","Goedenavond, wij hebben een laptop die ingesteld is voor lagelanden zorg, er een handeling die wij kunnen uitvoeren waarmee we de laptop om kunnen zetten naar een openbare laptop zodat clienten deze k","","CLOSED","NORMAL","HARDWARE","","Ayoub Elkaoui","","","","","","","2025-08-21","2025-08-23"
"ITFIN","Anissa Printers instellen","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Printer ingesteld op haar pc ; - Naam gegeven ELMPRT02 / ELMPRT03","","","","","0.5","2025-08-25","2025-08-25"
"ALTUM","Rob Altum Wifi problemen","","CLOSED","NORMAL","NETWORK","H Arbaj","Ayoub Elkaoui","- Altum Wifi is op afstand gefixt door hassan ; - Rob kon weer internetten","","","","","0.5","2025-08-25","2025-08-25"
"ELMAR","Pieter Elmar wifi problemen","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Internetkabel in laptop gedaan ; - na overleg Hassan pieter verbinding laten maken met Altum wifi","","","","","0.5","2025-08-25","2025-08-25"
"ITFIN","Goedemiddag, zouden jullie aub het volgende willen doen:

1. Mailadres aanmaken voor Nassim Tajdiri - n.tajdiri@lagelandenzorg.nl zouden jullie aub ook ervoor willen zorgen dat backoffice@lagelandenzo","","WAITING","NORMAL","ACCOUNT","","Ayoub Elkaoui","","","","","","","2025-08-27",""
"ITFIN","3. alleen geforward worden","","CLOSED","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2025-08-27","2025-08-27"
"ELMAR","Sven Elmar Oplader en W installatiemap","","CLOSED","NORMAL","HARDWARE","H Arbaj","Ayoub Elkaoui","- Oplader gegeven ; - Gevraagd om toegang tot de W installatiemap","","","","- USB-C oplader HP","0.5","2025-09-04","2025-09-23"
"ITFIN","Gerrit Raja Thuiszorg Problemen outlook","","CLOSED","NORMAL","ACCOUNT","H Arbaj","Ayoub Elkaoui","- Meegekeken naar outlook probleem ; - TPM melding ; - Langsgeweest TPM uit en in geschakeld ; - Probleem opgelost door werkomgeving te verwijderen en opnieuw toe te vogen ; - Alles werkt weer naar behoren","","","","","3","2025-09-08","2025-09-08"
"ITFIN","Dag allen, het lijkt erop dat de forward van Sanae Fatouh niet werkt, zouden jullie dit aub nog willen nakijken?","","CLOSED","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2025-09-17","2025-10-18"
"ITFIN","Webinar Trimble Connect - dinsdag 23 september om 12:00 uur","","CLOSED","NORMAL","OTHER","Gerard Vanderwijngaard","Ayoub Elkaoui","","","","","","","2025-09-17","2025-10-23"
"RAJATHUISZORG","Rajat thuiszorg outlook problemen","","CLOSED","NORMAL","ACCOUNT","Elkaoui A","Ayoub Elkaoui","- Outlook profiel in safe mode; - outlook geupdated; - Werkprofiel opnieuw toegevoegd","","","","","4.5","2025-10-02","2025-10-06"
"MOSKEE_TAWHEED","Tawheed tricast ingesteld voor facebook live","","CLOSED","NORMAL","SOFTWARE","Elkaoui A","Ayoub Elkaoui","- Facebook live ingesteld middesl token ; - geprobeerd tricast te upgraden naar windows 11","","","","","2","2025-10-02","2025-10-06"
"MOSKEE_TAWHEED","Tawheed internet kabel","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Internet kabel getrokken ; - Stream ingesteld op oude manier","","","","","6","2025-10-02","2025-10-06"
"MOSKEE_ELFATH","El fath gezocht naar sender en receiver","","CLOSED","NORMAL","OTHER","Elkaoui A","Ayoub Elkaoui","- Gezocht naar sender en receiver maar nIet gevonden voor tawheed","","","","","0.5","2025-10-02","2025-10-06"
"BVZ","Wifisnelheid BVZ centrum amersfoort","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Met telefoon en ookla gecheckt op wifi snelheid ; - Overal snel internet op 1 clientenkamer na beneden en de woonkamer was niet supersnel","","","","","1","2025-10-02","2025-10-06"
"BVZ","BVZ Hamid problemen met scannen naar email","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Hamid wilde scannen van printer naar email ; - Op afstand geprobeerd in te stellen dit was niet gelukt","","","- volgende dag weer proberen op locatie","","1","2025-10-02","2025-10-06"
"BVZ","BVZ Hamid problemen met scannen naar email","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Printer ingesteld op scannen naar mail naar hamid zelf en algemene info mail van BVZ","","","","","1.5","2025-10-02","2025-10-06"
"ITFIN","Lijst gemaakt onderdelen apeldoorn","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Lijst gemaakt met producten voor apeldoorn ; - 2 tv's / 2 tv beugels/ camera/ microfoon","","","","","1","2025-10-02","2025-10-06"
"ITFIN","Laptop gemaakt","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Batterij van 1 laptop stuk andere laptop werkte het scherm niet; - batterij van laptop kapotte scherm in laptop met kapotte batterij gedaan","","","","","0.5","2025-10-02","2025-10-06"
"ITFIN","Apeldoorn TV geinstalleerd","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","Locatie wessel; - beugel opgehangen aan de muur ; - tv opgehangen en kabels opgeruimd; locatie heideveld ; - tv 2 gebracht naar","","","2e tv ophangen op een verhoging zodra deze binnen is","2 tv's
zip ties
2 tv beugels","6","2025-10-02","2025-10-06"
"MOSKEE_TAWHEED","receiver sender tawheed geinstalleerd","","CLOSED","NORMAL","OTHER","Elkaoui A","Ayoub Elkaoui","- Receiver en sender gehaald el fath ; - receiver en sender geinstalleerd en getest bij tawheed vrouwen lokaal","","","","receiver en sender","1","2025-10-02","2025-10-06"
"ITFIN","Laptop batterij vervangen SN: CND3320SL8","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Laptop batterij vervangen","","","","","1","2025-10-02","2025-10-06"
"ZORGKOMPAS","Het zorgkompas logo verwijderd website","","CLOSED","NORMAL","SOFTWARE","Elkaoui A","Ayoub Elkaoui","- Logo's op website uitgezet en opgeslagen voor hergebruik later","","","","","0.25","2025-10-02","2025-10-06"
"ITFIN","Allsafe pakket ophalen voor apeldoorn","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Langs allsafe pakket opgehaald met camera voor apeldoorn ; - Camera getest","","","","","0.5","2025-10-02","2025-10-06"
"ITFIN","Lijst gemaakt uren totaal afgelopen jaar","","CLOSED","NORMAL","OTHER","Elkaoui A","Ayoub Elkaoui","- Uren van afgelopen jaar in excel gezet","","","","","1","2025-10-02","2025-10-06"
"ITFIN","Surafal spullen gegeven voor apeldoorn","","CLOSED","NORMAL","OTHER","Elkaoui A","Ayoub Elkaoui","- Spullen gegeven aan surafal voor apeldoorn","","","","- nooduitgang deur beveiliging
- lichten meegenomen","0.5","2025-10-02","2025-10-06"
"ITFIN","Langs apeldoorn heideveld tv opgehangen","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Langs apeldoorn geweest op heideveld ; - tv opgangen op de tv beugel ; - camera aangesloten","","","","camera 
tv
tv beugel","3","2025-10-02","2025-10-06"
"ITFIN","Apeldoorn problemen printer en internet","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Internet nagekeken deze was prima maar niet super snel ; - hdmi's aangesloten tv's ; - printer werkte niet","","","","","2","2025-10-02","2025-10-06"
"ITFIN","naarden laptops ophalen","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Laptops opgehaald in naarden ; - 2 pc's en 2 toetsenborden","","","","","1","2025-10-02","2025-10-06"
"ITFIN","Deventer iphone 17 ophalen via marktplaats","","CLOSED","NORMAL","OTHER","Elkaoui A","Ayoub Elkaoui","- Iphone opgehaald in deventer","","","","","2.5","2025-10-02","2025-10-06"
"ITFIN","Laptop opgehaald bij hassan HZB","","CLOSED","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Laptop opgehaald bij hassan voor HZB","","","","","0.5","2025-10-02","2025-10-06"
"ZONNESCHIJNZORG","Word licentie","","OPEN","NORMAL","ACCOUNT","R Ayana","Ayoub Elkaoui","","","","","","","2025-10-03",""
"ITFIN","Taken","- Account hipper + account aanmaken
- Openingstijden 08:30 - 18:30 
- ⁠VM bericht wordt aangeleverd door TRC
- ⁠na 4 keer overgaan na mobiel Abdi : na mobiel van 1 oktober naar andere nummer. 
- ⁠overzicht gebruikers mailen
- ⁠elghazi teams eigenaar maken 
- ⁠rollen matrixen aanleveren door TRC
- ⁠verkoop omzetten naar Facturen","OPEN","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2025-10-05",""
"HZB","HZB danya mailen vanuit gedeelde mailbox","","OPEN","NORMAL","ACCOUNT","Elkaoui A","Ayoub Elkaoui","n.v.t","","","Danya moet kunnen mailen vanuit 
werk@hetzorgbureau.nl
 en 
documenten@hetzorgbureau.nl
Dit is doorgegeven aan hassan","","0.25","2025-10-07",""
"ITFIN","Laptop toetsenbord wijzigen voor oom ayoub","","OPEN","NORMAL","HARDWARE","Elkaoui A","Ayoub Elkaoui","- Toetsenbord laptop defect","","","- toetsenbord van kapotte laptop vervangen met een werkende van een andere laptop","","0","2025-10-07",""
"ITFIN","ClockWise: Update naar nieuw interface","","CLOSED","NORMAL","SOFTWARE","Nieuwsbrief","Ayoub Elkaoui","","","","","","","2025-10-07","2025-10-23"
"ALTUM","Nieuwe medewerker IT voorzieningen","","CLOSED","NORMAL","OTHER","Rob Vdwetering","Ayoub Elkaoui","","","","","","","2025-10-08","2025-10-18"
"ITFIN","De introductie van GPT-5 in Microsoft 365 Copilot Chat","","CLOSED","NORMAL","OTHER","M365Copilotupdates","Ayoub Elkaoui","","","","","","","2025-10-14","2025-10-23"
"ITFIN","Uitnodiging: Live event Project Management - donderdag 6 november in Breukelen","","CLOSED","NORMAL","OTHER","Gerard Vanderwijngaard","Ayoub Elkaoui","","","","","","","2025-10-21","2025-10-23"
"ITFIN","Test","","CLOSED","NORMAL","OTHER","","Ayoub Elkaoui","","","","","","","2025-10-23","2025-11-25"
"ITFIN","Uw Autodesk-abonnement wordt binnenkort verlengd","","CLOSED","NORMAL","OTHER","No-Reply","Ayoub Elkaoui","","","","","","","2025-10-23","2025-11-25"
"ITFIN","consulaat Marokko Rotterdam","","OPEN","NORMAL","OTHER","Noreply","Ayoub Elkaoui","","","","","","","2025-10-27",""
"ITFIN","ClockWise: Update beschikbaarheid / Update availablitiy","","CLOSED","NORMAL","SOFTWARE","Nieuwsbrief","Ayoub Elkaoui","","","","","","","2025-11-03","2025-11-06"
"ITFIN","Re: Indentificeer jezelf eerst","","CLOSED","NORMAL","OTHER","Support","Ayoub Elkaoui","","","","","","","2025-11-20","2025-11-25"
"ITFIN","Uw Autodesk-bestelbevestiging","","CLOSED","NORMAL","OTHER","No-Reply","Ayoub Elkaoui","","","","","","","2025-11-23","2025-11-25"
"ITFIN","Your Autodesk finance documents","","CLOSED","NORMAL","OTHER","Ar Estore Noreply","Ayoub Elkaoui","","","","","","","2025-11-23","2025-11-25"
"ZVOS","Bestelling","Bestellen Beekstraat
4 keer 43 inch TV
1 keer 55 inch TV
Geleverd
Internet Ziggo
Router
CloudKey
5 X AP
1 X recorder
2 X Camera 
2 X Camera wifi","OPEN","NORMAL","OTHER","A Zerkouni","Ayoub Elkaoui","","","","","","","2025-11-25",""
"ZVOS","Nieuwe Laptop voor Rachid en Zivver account regelen","Laptop klaar maken ZVOSLAP112502 - HP G9","OPEN","NORMAL","HARDWARE","A Zerkouni","Ayoub Elkaoui","","","","","","","2025-11-25",""
"ZVOS","Vecozo verlengen voor stichting","","OPEN","NORMAL","OTHER","A Zerkouni","Ayoub Elkaoui","","","","","","","2025-11-25",""
